label,message,cleaned_text,processed_text,message_length,word_count,char_count,avg_word_length,special_char_count,digit_count,uppercase_count,uppercase_ratio,digit_ratio,special_char_ratio,has_url,has_email,has_phone,has_currency,urgency_count,financial_count,action_count,threat_count,excessive_caps,excessive_punctuation,label_encoded
ham,Kallis wont bat in 2nd innings.,kallis wont bat in NUMBER nd innings,kalli wont bat number inning,31,6,31,4.333333333333333,1,1,1,0.03225806451612903,0.03225806451612903,0.03225806451612903,0,0,0,0,0,1,0,0,0,0,0
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,didnt work goodnight ill fix readi time wake dearli miss good night sleep,146,30,146,3.9,5,0,4,0.0273972602739726,0.0,0.03424657534246575,0,0,0,0,0,0,0,0,0,0,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded NUMBER of cd vouchers or NUMBER gift guaranteed free entry NUMBER NUMBER wkly draw txt music to NUMBER tncs URL,congratul award number voucher number gift guarante free entri number number wkli draw txt music number tnc url,150,23,150,5.565217391304348,3,22,12,0.08,0.14666666666666667,0.02,1,0,0,0,0,0,0,0,0,0,1
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj and deepak NUMBER min hold,ranjith cal drpd deeraj deepak number min hold,44,8,44,4.625,0,1,2,0.045454545454545456,0.022727272727272728,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,wen lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day,179,34,179,4.294117647058823,11,0,3,0.01675977653631285,0.0,0.061452513966480445,0,0,0,0,0,0,0,0,0,0,0
ham,What you doing?how are you?,what you doinghow are you,doinghow,27,5,27,4.6,2,0,1,0.037037037037037035,0.0,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups which is NUMBER days also and the shipping company that takes NUMBER wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,up number day also ship compani take number wk way usp take week get lag may bribe nipost get stuff,179,37,179,3.864864864864865,3,2,2,0.0111731843575419,0.0111731843575419,0.01675977653631285,0,0,0,0,0,0,0,0,0,0,0
ham,"I'm back, lemme know when you're ready",im back lemme know when youre ready,back lem know your readi,38,7,38,4.571428571428571,3,0,1,0.02631578947368421,0.0,0.07894736842105263,0,0,0,0,1,0,0,0,0,0,0
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,dont necessarily expect it to be done before you get back though because im just now headin out,dont necessarili expect done get back though headin,97,18,97,4.444444444444445,2,0,2,0.020618556701030927,0.0,0.020618556701030927,0,0,0,0,1,0,0,0,0,0,0
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt to the suzy,mmm yummi babe nice jolt suzi,43,10,43,3.4,3,0,2,0.046511627906976744,0.0,0.06976744186046512,0,0,0,0,0,0,0,0,0,0,0
ham,Where are you lover ? I need you ...,where are you lover i need you,lover need,36,9,36,3.111111111111111,4,0,2,0.05555555555555555,0.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset NUMBER anytime networks mins unlimited text camcorder reply or call PHONE now,tri contact repli offer video handset number anytim network min unlimit text camcord repli call phone,154,27,154,4.7407407407407405,4,14,21,0.13636363636363635,0.09090909090909091,0.025974025974025976,0,0,1,0,2,0,2,0,0,0,1
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,i‘m parked next to a mini when are you coming in today do you think,park next mini come today think,72,15,72,3.8666666666666667,5,0,6,0.08333333333333333,0.0,0.06944444444444445,0,0,0,0,1,0,0,0,0,0,0
ham,Yup,yup,yup,3,1,3,3.0,0,0,1,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao,anyway go shop co si done yet dun disturb liao,85,18,85,3.7777777777777777,4,0,3,0.03529411764705882,0.0,0.047058823529411764,0,0,0,0,1,0,0,0,0,0,0
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no in luton PHONE ring me if ur around h,luton phone ring around,51,11,51,3.727272727272727,3,10,28,0.5490196078431373,0.19607843137254902,0.058823529411764705,0,0,1,0,0,0,0,0,1,0,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want to chat or see me naked text hot to NUMBER text charged at NUMBER pm to unsubscribe text stop NUMBER,hey realli horni want chat see nake text hot number text charg number unsubscrib text stop number,121,25,121,3.88,0,13,2,0.01652892561983471,0.10743801652892562,0.0,0,0,0,0,0,0,0,0,0,0,1
ham,Why you Dint come with us.,why you dint come with us,dint come,26,6,26,3.5,1,0,2,0.07692307692307693,0.0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0
ham,Same. Wana plan a trip sometme then,same wana plan a trip sometme then,wana plan trip sometm,35,7,35,4.142857142857143,1,0,2,0.05714285714285714,0.0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0
ham,"Not sure yet, still trying to get a hold of him",not sure yet still trying to get a hold of him,sure yet still tri get hold,47,11,47,3.3636363636363638,1,0,1,0.02127659574468085,0.0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service has changed NUMBER free credits go to URL to choose content now stop txt club stop to NUMBER NUMBER pwk club NUMBER po box NUMBER mk NUMBER NUMBER wt,rington servic chang number free credit url choos content stop txt club stop number number pwk club number box number number number,159,27,159,4.925925925925926,7,19,20,0.12578616352201258,0.11949685534591195,0.0440251572327044,1,0,0,0,1,1,0,0,0,0,1
ham,The evo. I just had to download flash. Jealous?,the evo i just had to download flash jealous,evo download flash jealou,47,9,47,4.333333333333333,3,0,3,0.06382978723404255,0.0,0.06382978723404255,0,0,0,0,0,0,1,0,0,0,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,rington club get singl chart mobil week choos top qualiti rington messag free charg,133,24,133,4.583333333333333,3,0,6,0.045112781954887216,0.0,0.022556390977443608,0,0,0,0,0,0,0,0,0,0,1
ham,"Come to mu, we're sorting out our narcotics situation",come to mu were sorting out our narcotics situation,come sort narcot situat,53,9,53,5.0,2,0,1,0.018867924528301886,0.0,0.03773584905660377,0,0,0,0,0,0,0,0,0,0,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,147,29,147,4.103448275862069,3,0,2,0.013605442176870748,0.0,0.02040816326530612,0,0,0,0,0,0,0,0,0,0,0
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special NUMBER pounds of genuine hmv vouchers to be won just answer NUMBER easy questions play now send hmv to NUMBER more URL,hmv bonu special number pound genuin hmv voucher answer number easi question play send hmv number url,155,25,155,5.24,7,12,26,0.16774193548387098,0.07741935483870968,0.04516129032258064,1,0,0,1,1,1,0,0,0,0,1
ham,"Usf I guess, might as well take 1 car",usf i guess might as well take NUMBER car,usf guess might well take number car,37,9,37,3.2222222222222223,1,1,2,0.05405405405405406,0.02702702702702703,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0
ham,No objection. My bf not coming.,no objection my bf not coming,object come,31,6,31,4.333333333333333,2,0,2,0.06451612903225806,0.0,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0
ham,Thanx...,thanx,thanx,8,1,8,8.0,3,0,1,0.125,0.0,0.375,0,0,0,0,0,0,0,0,0,1,0
ham,Tell rob to mack his gf in the theater,tell rob to mack his gf in the theater,tell rob mack theater,38,9,38,3.3333333333333335,0,0,1,0.02631578947368421,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,"Awesome, I'll see you in a bit",awesome ill see you in a bit,awesom ill see bit,30,7,30,3.4285714285714284,2,0,2,0.06666666666666667,0.0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
ham,Just sent it. So what type of food do you like?,just sent it so what type of food do you like,sent type food like,47,11,47,3.3636363636363638,2,0,2,0.0425531914893617,0.0,0.0425531914893617,0,0,0,0,0,0,0,0,0,0,0
ham,All done? All handed in? Celebrations in full swing yet?,all done all handed in celebrations in full swing yet,done hand celebr full swing yet,56,10,56,4.7,3,0,3,0.05357142857142857,0.0,0.05357142857142857,0,0,0,0,0,0,0,0,0,0,0
ham,You got called a tool?,you got called a tool,got call tool,22,5,22,3.6,1,0,1,0.045454545454545456,0.0,0.045454545454545456,0,0,0,0,0,0,1,0,0,0,0
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keepintouch gdeve,wen miss someon person definit special person special miss keepintouch gdeve,141,25,141,4.68,12,0,3,0.02127659574468085,0.0,0.0851063829787234,0,0,0,0,0,0,0,0,0,0,0
ham,Ok. I asked for money how far,ok i asked for money how far,ask money far,29,7,29,3.2857142857142856,1,0,2,0.06896551724137931,0.0,0.034482758620689655,0,0,0,0,0,1,0,0,0,0,0
ham,Okie...,okie,oki,7,1,7,7.0,3,0,1,0.14285714285714285,0.0,0.42857142857142855,0,0,0,0,0,0,0,0,0,1,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah i think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down,yeah think usual guy still pass last night get ahold anybodi let know ill throw,121,25,121,3.88,3,0,3,0.024793388429752067,0.0,0.024793388429752067,0,0,0,0,1,0,0,0,0,0,0
ham,"K, I might come by tonight then if my class lets out early",k i might come by tonight then if my class lets out early,might come tonight class let earli,58,13,58,3.5384615384615383,1,0,2,0.034482758620689655,0.0,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0
ham,Ok..,ok,,4,1,4,4.0,2,0,1,0.25,0.0,0.5,0,0,0,0,0,0,0,0,0,1,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin with my girl friend what r u up NUMBER give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,babi cruisin girl friend number give call hour home that alright fone fone love jenni xxx,148,35,148,3.257142857142857,1,1,0,0.0,0.006756756756756757,0.006756756756756757,0,0,0,0,1,0,1,0,0,0,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,life mean lot love life love peopl life world call friend call world,160,33,160,3.878787878787879,14,0,10,0.0625,0.0,0.0875,0,0,0,0,0,0,1,0,0,0,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshall mail tonitebusy in the streetshall update you tonitethings are looking okvarunnathu edukkukayee raksha ollubut a good one in real sense,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,152,21,152,6.285714285714286,7,0,1,0.006578947368421052,0.0,0.046052631578947366,0,0,0,0,0,0,1,0,0,0,0
ham,Hey you told your name to gautham ah?,hey you told your name to gautham ah,hey told name gautham,37,8,37,3.75,1,0,1,0.02702702702702703,0.0,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0
ham,Haf u found him? I feel so stupid da v cam was working.,haf u found him i feel so stupid da v cam was working,haf found feel stupid cam work,55,13,55,3.3076923076923075,2,0,2,0.03636363636363636,0.0,0.03636363636363636,0,0,0,0,0,0,0,0,0,0,0
ham,Oops. 4 got that bit.,oops NUMBER got that bit,oop number got bit,21,5,21,3.4,2,1,1,0.047619047619047616,0.047619047619047616,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0
ham,Are you this much buzy,are you this much buzy,much buzi,22,5,22,3.6,0,0,1,0.045454545454545456,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,I accidentally deleted the message. Resend please.,i accidentally deleted the message resend please,accident delet messag resend pleas,50,7,50,6.285714285714286,2,0,2,0.04,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on NUMBER PHONE offer ends NUMBER thfebtcs apply,tmobil custom may claim free camera phone upgrad pay sim card loyalti call number phone offer end number thfebtc appli,159,29,159,4.517241379310345,8,13,22,0.13836477987421383,0.08176100628930817,0.050314465408805034,0,0,1,0,1,1,2,0,0,0,1
ham,Unless it's a situation where YOU GO GURL would be more appropriate,unless its a situation where you go gurl would be more appropriate,unless situat gurl would appropri,67,12,67,4.666666666666667,1,0,10,0.14925373134328357,0.0,0.014925373134328358,0,0,0,0,0,0,0,0,0,0,0
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,hurt teas make cri end life die plz keep one rose grave say stupid miss nice day bslvyl,153,35,153,3.4,11,0,34,0.2222222222222222,0.0,0.0718954248366013,0,0,0,0,0,0,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message,cant pick phone right pl send messag,51,11,51,3.727272727272727,1,0,2,0.0392156862745098,0.0,0.0196078431372549,0,0,0,0,1,0,0,0,0,0,0
ham,Need a coffee run tomo?Can't believe it's that time of week already,need a coffee run tomocant believe its that time of week already,need coffe run tomoc believ time week alreadi,67,12,67,4.666666666666667,3,0,2,0.029850746268656716,0.0,0.04477611940298507,0,0,0,0,0,0,0,0,0,0,0
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome i remember the last time we got somebody high for the first time with diesel v,awesom rememb last time got somebodi high first time diesel,88,17,88,4.235294117647059,2,0,3,0.03409090909090909,0.0,0.022727272727272728,0,0,0,0,0,1,0,0,0,0,0
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,shit realli shock scari cant imagin second def night think somewher could crash night save taxi,157,31,157,4.096774193548387,5,0,3,0.01910828025477707,0.0,0.03184713375796178,0,0,0,0,0,1,0,0,0,0,0
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh and by the way you do have more food in your fridge want to go out for a meal tonight,way food fridg want meal tonight,91,21,91,3.3333333333333335,2,0,2,0.02197802197802198,0.0,0.02197802197802198,0,0,0,0,0,0,0,0,0,0,0
ham,He is a womdarfull actor,he is a womdarfull actor,womdarful actor,24,5,24,4.0,0,0,1,0.041666666666666664,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date NUMBER u rodds NUMBER is NUMBER m from aberdeen united kingdom check him out URL sms acwicmb NUMBER cktz NUMBER r NUMBER NUMBER no blind dates send hide,sm blind date number rodd number number aberdeen unit kingdom check url sm acwicmb number cktz number number number blind date send hide,146,23,146,5.391304347826087,15,8,19,0.13013698630136986,0.0547945205479452,0.10273972602739725,1,0,0,0,0,0,0,0,0,0,1
ham,Yup... From what i remb... I think should be can book... ,yup from what i remb i think should be can book,yup remb think book,57,11,57,4.181818181818182,9,0,3,0.05263157894736842,0.0,0.15789473684210525,0,0,0,0,0,0,0,0,0,1,0
ham,Jos ask if u wana meet up?,jos ask if u wana meet up,jo ask wana meet,26,7,26,2.857142857142857,1,0,1,0.038461538461538464,0.0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes our friendship is hanging on a thread cause u wont buy stuff,lol ye friendship hang thread caus wont buy stuff,71,14,71,4.142857142857143,3,0,2,0.028169014084507043,0.0,0.04225352112676056,0,0,0,0,0,1,0,0,0,0,0
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to NUMBER,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap number,138,24,138,4.791666666666667,6,5,10,0.07246376811594203,0.036231884057971016,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,1
ham,Where are the garage keys? They aren't on the bookshelf,where are the garage keys they arent on the bookshelf,garag key arent bookshelf,55,10,55,4.6,2,0,2,0.03636363636363636,0.0,0.03636363636363636,0,0,0,0,0,0,0,0,0,0,0
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today is accept dayu accept me as brother sister lover dear NUMBER best NUMBER clos NUMBER lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,today accept dayu accept brother sister lover dear number best number clo number lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,156,24,156,5.541666666666667,3,3,26,0.16666666666666666,0.019230769230769232,0.019230769230769232,0,0,0,0,1,0,0,0,0,0,0
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win £ NUMBER this week in our weekly quiz text play to NUMBER nowtcs winnersclub po box NUMBER m NUMBER NUMBER uz NUMBER gbp NUMBER NUMBER week,think smart win number week weekli quiz text play number nowtc winnersclub box number number number number gbp number number week,133,25,133,4.36,10,18,21,0.15789473684210525,0.13533834586466165,0.07518796992481203,0,0,0,1,1,0,0,0,0,0,1
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week,say hell give call friend got money he definit buy end week,119,24,119,4.0,3,0,1,0.008403361344537815,0.0,0.025210084033613446,0,0,0,0,0,1,1,0,0,0,0
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi the way i was with u NUMBER day is the normal waythis is the real me ur uniquei hope i know u NUMBER the rest of mylife hope u find wot was lost,way number day normal waythi real uniquei hope know number rest mylif hope find wot lost,142,33,142,3.3333333333333335,6,2,7,0.04929577464788732,0.014084507042253521,0.04225352112676056,0,0,0,0,1,0,0,0,0,0,0
ham,You made my day. Do have a great day too.,you made my day do have a great day too,made day great day,41,10,41,3.2,2,0,2,0.04878048780487805,0.0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0
ham,K.k:)advance happy pongal.,kkadvance happy pongal,kkadvanc happi pongal,26,3,26,8.0,4,0,1,0.038461538461538464,0.0,0.15384615384615385,0,0,0,0,0,0,0,0,0,1,0
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess we can go NUMBER kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,hmmm guess number power yoga haha dunno tahan power yoga anot thk got oso forgot liao,119,24,119,4.0,14,1,4,0.03361344537815126,0.008403361344537815,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0
ham,"Not really dude, have no friends i'm afraid :(",not really dude have no friends im afraid,realli dude friend afraid,46,9,46,4.222222222222222,4,0,1,0.021739130434782608,0.0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december only had your mobile NUMBER mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on PHONE,decemb mobil number mth entitl updat latest colour camera mobil free call mobil updat free phone,157,27,157,4.851851851851852,4,13,13,0.08280254777070063,0.08280254777070063,0.025477707006369428,0,0,1,0,0,0,2,0,0,0,1
ham,"Coffee cake, i guess...",coffee cake i guess,coffe cake guess,23,4,23,5.0,4,0,1,0.043478260869565216,0.0,0.17391304347826086,0,0,0,0,0,0,0,0,0,1,0
ham,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas to you too babe i love ya kisses,merri christma babe love kiss,51,10,51,4.2,3,0,2,0.0392156862745098,0.0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,hey why dont we just go watch x men and have lunch haha,hey dont watch men lunch haha,62,13,62,3.769230769230769,6,0,3,0.04838709677419355,0.0,0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud u tell ppl im gona b a bit l NUMBER cos NUMBER buses hav gon past cos they were full im still waitin NUMBER NUMBER pete x,cud tell ppl gona bit number co number buse hav gon past co full still waitin number number pete,107,28,107,2.857142857142857,2,4,1,0.009345794392523364,0.037383177570093455,0.018691588785046728,0,0,0,0,0,0,0,0,0,0,0
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,that would be great well be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,would great well guild could meet bristol road somewher get touch weekend plan take flight good week,157,31,157,4.096774193548387,6,0,7,0.044585987261146494,0.0,0.03821656050955414,0,0,0,0,0,0,0,0,0,0,0
ham,No problem. How are you doing?,no problem how are you doing,problem,30,6,30,4.166666666666667,2,0,2,0.06666666666666667,0.0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
ham,No calls..messages..missed calls,no callsmessagesmissed calls,callsmessagesmiss call,32,3,32,10.0,4,0,1,0.03125,0.0,0.125,0,0,0,0,0,0,1,0,0,0,0
ham,Hi da:)how is the todays class?,hi dahow is the todays class,dahow today class,31,6,31,4.333333333333333,3,0,1,0.03225806451612903,0.0,0.0967741935483871,0,0,0,0,1,0,0,0,0,0,0
ham,"I'd say that's a good sign but, well, you know my track record at reading women",id say thats a good sign but well you know my track record at reading women,say that good sign well know track record read women,79,16,79,4.0,4,0,1,0.012658227848101266,0.0,0.05063291139240506,0,0,0,0,1,0,0,0,0,0,0
ham,"Cool, text me when you're parked",cool text me when youre parked,cool text your park,32,6,32,4.5,2,0,1,0.03125,0.0,0.0625,0,0,0,0,0,0,0,0,0,0,0
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,im reading the text i just sent you its meant to be a joke so read it in that light,read text sent meant joke read light,86,20,86,3.35,3,0,3,0.03488372093023256,0.0,0.03488372093023256,0,0,0,0,0,0,0,0,0,0,0
ham,K.k:)apo k.good movie.,kkapo kgood movie,kkapo kgood movi,22,3,22,6.666666666666667,5,0,1,0.045454545454545456,0.0,0.22727272727272727,0,0,0,0,0,0,0,0,0,1,0
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,maybe i could get book out tomo then return it immediately or something,mayb could get book tomo return immedi someth,76,14,76,4.5,4,0,2,0.02631578947368421,0.0,0.05263157894736842,0,0,0,0,1,0,0,0,0,0,0
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,call germany for only NUMBER pence per minute call from a fixed line via access number NUMBER NUMBER NUMBER NUMBER no prepayment direct access,call germani number penc per minut call fix line via access number number number number number prepay direct access,128,24,128,4.375,4,12,5,0.0390625,0.09375,0.03125,0,0,0,0,0,1,1,0,0,0,1
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor,chanc might evapor soon violat privaci steal phone number employ paperwork cool pleas contact report supervisor,232,43,232,4.4186046511627906,4,0,4,0.017241379310344827,0.0,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win over £ NUMBER in our quiz and take your partner on the trip of a lifetime send go to NUMBER now NUMBER pmsg rcvd custcare PHONE,valentin day special win number quiz take partner trip lifetim send number number pmsg rcvd custcar phone,158,27,158,4.888888888888889,7,23,9,0.056962025316455694,0.14556962025316456,0.04430379746835443,0,0,1,1,1,0,0,0,0,0,1
ham,"Ta-Daaaaa! I am home babe, are you still up ?",tadaaaaa i am home babe are you still up,tadaaaaa home babe still,45,10,45,3.6,4,0,3,0.06666666666666667,0.0,0.08888888888888889,0,0,0,0,0,0,0,0,0,0,0
ham,Cool. So how come you havent been wined and dined before?,cool so how come you havent been wined and dined before,cool come havent wine dine,57,11,57,4.2727272727272725,2,0,2,0.03508771929824561,0.0,0.03508771929824561,0,0,0,0,0,0,0,0,0,0,0
ham,Just sleeping..and surfing,just sleepingand surfing,sleepingand surf,26,3,26,8.0,2,0,1,0.038461538461538464,0.0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0
ham,"Sorry, I'll call later",sorry ill call later,sorri ill call later,22,4,22,4.75,2,0,2,0.09090909090909091,0.0,0.09090909090909091,0,0,0,0,0,0,1,0,0,0,0
ham,U calling me right? Call my hand phone...,u calling me right call my hand phone,call right call hand phone,41,8,41,4.25,4,0,2,0.04878048780487805,0.0,0.0975609756097561,0,0,0,0,0,0,1,0,0,0,0
ham,Ok that's great thanx a lot.,ok thats great thanx a lot,that great thanx lot,28,6,28,3.8333333333333335,2,0,1,0.03571428571428571,0.0,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,i take it the post has come then you must have NUMBER s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,take post come must number text happi read one wiv hello carolin end favourit bless,151,31,151,3.903225806451613,4,4,5,0.033112582781456956,0.026490066225165563,0.026490066225165563,0,0,0,0,1,0,0,0,0,0,0
ham,Where u been hiding stranger?,where u been hiding stranger,hide stranger,29,5,29,5.0,1,0,1,0.034482758620689655,0.0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0
ham,Am not interested to do like that.,am not interested to do like that,interest like,34,7,34,4.0,1,0,1,0.029411764705882353,0.0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0
